 altitude/km, 32COS->CO+32S, OH->O+H, CO2->CO+O, 33COS->CO+33S, 34COS->CO+34S, 36COS->CO+36S, 32SO->32S+O, 33SO->33S+O, 34SO->34S+O, 36SO->36S+O, 32CS2->32CS+32S, 32CS2->32CS2E, 33CS2->33CS+33S, 33CS2->33CS2E, 34CS2->34CS+34S, 34CS2->34CS2E, 36CS2->36CS+36S, 36CS2->36CS2E, O2->O+O, O3->O2+O, 32SO2->32SO+O, 32SO2->32SO2_1, 32SO2->32SO2_3, 33SO2->33SO+O, 33SO2->33SO2_1, 33SO2->33SO2_3, 34SO2->34SO+O, 34SO2->34SO2_1, 34SO2->34SO2_3, 36SO2->36SO+O, 36SO2->36SO2_1, 36SO2->36SO2_3, 32H2S->32SH+H, H2O->OH+H, H2O->H2+O, 33H2S->33SH+H, 34H2S->34SH+H, 36H2S->36SH+H, H2->H+H, HO2->OH+O, 32SO3->32SO2+O, 33SO3->33SO2+O, 34SO3->34SO2+O, 36SO3->36SO2+O, N2->N+N
           1   9.8060455630593541E-015   1.6358743855855752E-028   0.0000000000000000        9.8095696459341240E-015   9.8167389782379747E-015   9.8249130513060696E-015   2.2781764227778010E-015   2.2501425290310645E-015   2.2120185590443678E-015   2.1565113567324160E-015   3.6089452767156027E-017   3.9828868324135292E-009   3.6089452767156027E-017   3.9828868324135292E-009   3.6089452767156027E-017   3.9828868324135292E-009   3.6089452767156027E-017   3.9828868324135292E-009   1.7936883902718116E-022   4.2272970830535615E-009   6.1795772615757229E-024   3.3646526381140723E-008   2.7149534598438540E-010   6.2285782868737141E-024   3.3533249141867765E-008   2.7743295717290692E-010   6.2503805447261324E-024   3.3470306794001643E-008   2.7648393567615073E-010   6.2648211856302450E-024   3.3458295376360375E-008   2.7668644221445971E-010   1.3839529501102000E-010   5.3404402061661707E-038   0.0000000000000000        1.3839529501102000E-010   1.3839529501102000E-010   1.3839529501102000E-010   0.0000000000000000        9.7723510967176130E-015   3.1172537932559162E-011   3.1172537932559162E-011   3.1172537932559162E-011   3.1172537932559162E-011   0.0000000000000000     
           2   9.8911663791427709E-015   1.7187975487472438E-026   0.0000000000000000        9.8949061374445383E-015   9.9025239914640839E-015   9.9112245744112212E-015   2.3118669659870677E-015   2.2840383007353551E-015   2.2457376487628019E-015   2.1899853093344424E-015   3.6270978513602889E-017   3.9866626348057182E-009   3.6270978513602889E-017   3.9866626348057182E-009   3.6270978513602889E-017   3.9866626348057182E-009   3.6270978513602889E-017   3.9866626348057182E-009   7.1996628929771302E-022   4.2383399395056717E-009   6.4794572652788968E-022   3.3754258447063601E-008   2.7152221274754826E-010   6.5173349863510833E-022   3.3638603620443485E-008   2.7746109175762230E-010   6.5175801545443379E-022   3.3571350793638481E-008   2.7651185871604619E-010   6.5146068179804383E-022   3.3553620245817996E-008   2.7671442989760451E-010   1.3876572040668905E-010   2.3420245766533067E-034   0.0000000000000000        1.3876572040668905E-010   1.3876572040668905E-010   1.3876572040668905E-010   0.0000000000000000        1.0377736500428973E-014   3.1257876564297831E-011   3.1257876564297831E-011   3.1257876564297831E-011   3.1257876564297831E-011   0.0000000000000000     
           3   1.0140162906417796E-014   1.1005827278089056E-024   0.0000000000000000        1.0144722819066304E-014   1.0154056706977943E-014   1.0164776551227079E-014   2.4052296425651409E-015   2.3770973096010719E-015   2.3376916018679130E-015   2.2800935362428161E-015   3.6818304679884173E-017   3.9893045974515240E-009   3.6818304679884173E-017   3.9893045974515240E-009   3.6818304679884173E-017   3.9893045974515240E-009   3.6818304679884173E-017   3.9893045974515240E-009   3.1114546938545237E-021   4.2460754991140760E-009   4.3239136245803174E-020   3.3829718015791806E-008   2.7154100309952675E-010   4.3376779223426300E-020   3.3712394605824425E-008   2.7748076890379531E-010   4.3228355411260716E-020   3.3642116383838858E-008   2.7653138791068908E-010   4.3080235538577178E-020   3.3620373284503037E-008   2.7673400428860662E-010   1.3902539572973578E-010   2.5218042209834674E-031   0.0000000000000000        1.3902539572973578E-010   1.3902539572973578E-010   1.3902539572973578E-010   0.0000000000000000        1.2878749008465281E-014   3.1317711158219998E-011   3.1317711158219998E-011   3.1317711158219998E-011   3.1317711158219998E-011   0.0000000000000000     
           4   1.1186875585422811E-014   4.5414708511638614E-023   0.0000000000000000        1.1194561100276351E-014   1.1210446992081143E-014   1.1228887762333166E-014   2.7172442109815926E-015   2.6857845135477639E-015   2.6410043276343984E-015   2.5744643754638739E-015   4.0559027035980333E-017   3.9911699373857144E-009   4.0559027035980333E-017   3.9911699373857144E-009   4.0559027035980333E-017   3.9911699373857144E-009   4.0559027035980333E-017   3.9911699373857144E-009   1.4034363369665967E-020   4.2515435055090699E-009   1.8567250333351280E-018   3.3883020891800974E-008   2.7155431339302144E-010   1.8575903843558876E-018   3.3764517850739252E-008   2.7749470672311814E-010   1.8447437663766258E-018   3.3692100751546937E-008   2.7654522106605042E-010   1.8335041759380606E-018   3.3667521666313780E-008   2.7674786938653502E-010   1.3921034019166198E-010   3.2462956720292675E-028   0.0000000000000000        1.3921034019166198E-010   1.3921034019166198E-010   1.3921034019166198E-010   0.0000000000000000        2.3721105283781656E-014   3.1360277560648964E-011   3.1360277560648964E-011   3.1360277560648964E-011   3.1360277560648964E-011   0.0000000000000000     
           5   1.5852361967005284E-014   1.2989887722009952E-021   0.0000000000000000        1.5871411218010914E-014   1.5911102707080846E-014   1.5957605905077788E-014   4.1335915769213968E-015   4.0819447637850786E-015   4.0092322991063494E-015   3.8991967624151013E-015   8.8427037345782579E-017   3.9924823097791287E-009   8.8427037345782579E-017   3.9924823097791287E-009   8.8427037345782579E-017   3.9924823097791287E-009   8.8427037345782579E-017   3.9924823097791287E-009   6.3960014209456046E-020   4.2554011465466859E-009   5.3242902175851721E-017   3.3920517883687092E-008   2.7156376156443422E-010   5.3087953668453139E-017   3.3801185364936379E-008   2.7750459922878435E-010   5.2494164066952429E-017   3.3727264448410507E-008   2.7655503950958334E-010   5.2030071059939801E-017   3.3700691850190947E-008   2.7675771038734109E-010   1.3934823101965827E-010   1.7712928291771430E-024   0.0000000000000000        1.3934823101965827E-010   1.3934823101965827E-010   1.3934823101965827E-010   0.0000000000000000        7.1050158746993363E-014   3.1391602301069847E-011   3.1391602301069847E-011   3.1391602301069847E-011   3.1391602301069847E-011   0.0000000000000000     
           6   3.5882524824666627E-014   2.9797734309103808E-020   0.0000000000000000        3.5939453346292463E-014   3.6058243266788650E-014   3.6197880754714168E-014   1.2118859645062841E-014   1.1970747245146629E-014   1.1757354622668133E-014   1.1455354622259955E-014   1.2273106987780849E-015   3.9934148104691192E-009   1.2273106987780849E-015   3.9934148104691192E-009   1.2273106987780849E-015   3.9934148104691192E-009   1.2273106987780849E-015   3.9934148104691192E-009   2.8459558796134031E-019   4.2581725062181007E-009   1.0749442134018699E-015   3.3947134864693507E-008   2.7157060496333354E-010   1.0674327902186087E-015   3.3827214923947044E-008   2.7751176282232664E-010   1.0497322029918725E-015   3.3752229392565533E-008   2.7656214980189349E-010   1.0383102555575206E-015   3.3724245796944468E-008   2.7676483684710740E-010   1.3948332667712218E-010   6.0975141270899678E-022   0.0000000000000000        1.3948332667712218E-010   1.3948332667712218E-010   1.3948332667712218E-010   0.0000000000000000        2.7172910699705207E-013   3.1420007330197502E-011   3.1420007330197502E-011   3.1420007330197502E-011   3.1420007330197502E-011   0.0000000000000000     
           7   1.1525411331865114E-013   6.0601497286825081E-019   0.0000000000000000        1.1542178503573008E-013   1.1577035424725440E-013   1.1617978986179588E-013   5.9435373470718682E-014   5.9120125915282606E-014   5.8432026345405371E-014   5.7787604070233865E-014   3.2740942524648494E-014   3.9940819193880743E-009   3.2740942524648494E-014   3.9940819193880743E-009   3.2740942524648494E-014   3.9940819193880743E-009   3.2740942524648494E-014   3.9940819193880743E-009   1.1964946486970754E-018   4.2602506637048072E-009   1.6009169250932329E-014   3.3966126431545170E-008   2.7157570180700472E-010   1.5843585538689061E-014   3.3845789883830546E-008   2.7751709569212603E-010   1.5492619311007516E-014   3.3770049941493813E-008   2.7656744348497409E-010   1.5342781120997289E-014   3.3741066762467929E-008   2.7677014231677125E-010   1.3974436547308854E-010   3.8467963726754194E-020   0.0000000000000000        1.3974436547308854E-010   1.3974436547308854E-010   1.3974436547308854E-010   0.0000000000000000        1.0707167653084796E-012   3.1466408398817083E-011   3.1466408398817083E-011   3.1466408398817083E-011   3.1466408398817083E-011   0.0000000000000000     
           8   3.9619417460745447E-013   9.1143795731086425E-018   0.0000000000000000        3.9662644361550122E-013   3.9751786174252085E-013   3.9856211281887048E-013   3.3519418609445227E-013   3.3866223402980332E-013   3.3915696671458933E-013   3.4480141672194117E-013   5.9816031672069910E-013   3.9945706764881149E-009   5.9816031672069910E-013   3.9945706764881149E-009   5.9816031672069910E-013   3.9945706764881149E-009   5.9816031672069910E-013   3.9945706764881149E-009   4.6273837086751813E-018   4.2620566798881128E-009   1.7838578583180201E-013   3.3979958854470714E-008   2.7157974507746113E-010   1.7612411891694058E-013   3.3859322951495975E-008   2.7752132260485547E-010   1.7144640899082137E-013   3.3783041939436700E-008   2.7657164006133510E-010   1.7012740847870871E-013   3.3753342214623406E-008   2.7677434786975485E-010   1.4060127228739591E-010   8.2732270584073526E-019   0.0000000000000000        1.4060127228739591E-010   1.4060127228739591E-010   1.4060127228739591E-010   0.0000000000000000        3.9715308600054509E-012   3.1602733588080031E-011   3.1602733588080031E-011   3.1602733588080031E-011   3.1602733588080031E-011   0.0000000000000000     
           9   1.2603888893360584E-012   8.8304906943171046E-017   1.1140581990939931E-293   1.2612587940009277E-012   1.2630257317949289E-012   1.2650886636256501E-012   1.8530488992277799E-012   1.9069454854901303E-012   1.9370931210054305E-012   2.0290485749686977E-012   6.5173321250167505E-012   3.9949429036724449E-009   6.5173321250167505E-012   3.9949429036724449E-009   6.5173321250167505E-012   3.9949429036724449E-009   6.5173321250167505E-012   3.9949429036724449E-009   1.6183306887084343E-017   4.2641827952394628E-009   1.4685054016973231E-012   3.3990363115997233E-008   2.7158330756488442E-010   1.4465092416235806E-012   3.3869508549514762E-008   2.7752504171841179E-010   1.4037902559302977E-012   3.3792833969617316E-008   2.7657533352641909E-010   1.3895605189590839E-012   3.3762613589902029E-008   2.7677804870595177E-010   1.4372234580297542E-010   8.1435223527343974E-018   0.0000000000000000        1.4372234580297542E-010   1.4372234580297542E-010   1.4372234580297542E-010   0.0000000000000000        1.3379502125005105E-011   3.2075401189137699E-011   3.2075401189137699E-011   3.2075401189137699E-011   3.2075401189137699E-011   0.0000000000000000     
          10   3.5871696591455679E-012   6.0106964373919614E-016   2.7505503286193932E-250   3.5881797819832769E-012   3.5901307289263030E-012   3.5924007116864577E-012   9.3788078766584197E-012   9.7831755803426943E-012   1.0032715283361294E-011   1.0736029993985895E-011   4.8485600314765286E-011   3.9952434895440775E-009   4.8485600314765286E-011   3.9952434895440775E-009   4.8485600314765286E-011   3.9952434895440775E-009   4.8485600314765286E-011   3.9952434895440775E-009   5.1657488898949172E-017   4.2676765883027133E-009   9.1228571783298032E-012   3.3998568619171582E-008   2.7158690830517892E-010   8.9719875450813072E-012   3.3877551499535404E-008   2.7752879406542051E-010   8.6934710625183897E-012   3.3800586953921146E-008   2.7657906134766425E-010   8.5659203049695166E-012   3.3769983832451568E-008   2.7678178328130438E-010   1.5479802943917068E-010   5.0744560344229549E-017   0.0000000000000000        1.5479802943917068E-010   1.5479802943917068E-010   1.5479802943917068E-010   0.0000000000000000        4.1045850128879875E-011   3.3699043790404415E-011   3.3699043790404415E-011   3.3699043790404415E-011   3.3699043790404415E-011   0.0000000000000000     
